관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
46710-00099,봉황동공원,소공원,,전라남도 담양군 고서면 고읍리 625,35.205571,126.994021,459,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00100,반석공원,소공원,,전라남도 담양군 남면 연천리 302-1,35.177603,127.020535,423,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00101,시문공원,소공원,,전라남도 담양군 남면 정곡리 600-3,35.165001,127.035129,628,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00102,경상공원,소공원,,전라남도 담양군 남면 경상리 308-1,35.161761,127.041671,527,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00103,자창1공원,소공원,,전라남도 담양군 남면 가암리 산148-1,35.156373,127.053521,168,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00104,자창2공원,소공원,,전라남도 담양군 남면 가암리 170-8,35.153401,127.054708,135,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00105,안마을평촌공원,소공원,,전라남도 담양군 남면 정곡리 335-1,35.164939,127.030216,596,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00106,수구촌무동1공원,소공원,,전라남도 담양군 남면 무동리 145-1,35.139085,127.046753,263,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00107,수구촌무동2공원,소공원,,전라남도 담양군 남면 무동리 330-2,35.138346,127.044408,131,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00108,수구촌무동3공원,소공원,,전라남도 담양군 남면 무동리 333-2,35.137871,127.043998,124,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00109,연화촌공원,소공원,,전라남도 담양군 창평면 유곡리 28-1,35.243468,126.995361,708,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00110,의암공원,소공원,,전라남도 담양군 창평면 의항리 481-1,35.234757,126.997494,794,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00111,오산공원,소공원,,전라남도 담양군 창평면 오강리 13-10,35.224252,127.008761,647,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00112,당곡공원,소공원,,전라남도 담양군 창평면 오강리 507-23,35.224978,127.004357,503,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00113,양산공원,소공원,,전라남도 담양군 창평면 오강리 142,35.220444,127.007171,434,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00114,원오정공원,소공원,,전라남도 담양군 수북면 오정리 519-20,35.228957,127.008639,537,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00115,대아공원,소공원,,전라남도 담양군 대전면 평장리 산40-1,35.292371,126.882057,746,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00116,평장공원,소공원,,전라남도 담양군 대전면 평장리 243-1,35.289724,126.877974,465,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00117,화암공원,소공원,,전라남도 담양군 대전면 평장리 산52-1,35.283763,126.880277,644,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00118,나곡공원,소공원,,전라남도 담양군 대전면 병풍리 132-3,35.283026,126.900474,483,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00119,소두말공원,소공원,,전라남도 담양군 대전면갑향리 663-1,35.280678,126.907605,443,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00120,대조공원,소공원,,전라남도 담양군 대전면 대치리 1043-162,35.275895,126.881375,661,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00121,청용공원,소공원,,전라남도 담양군 대전면 서옥리 828-11,35.259513,126.877273,369,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00122,시목공원,소공원,,전라남도 담양군 대전면 태목리 488-2,35.260417,126.889824,786,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00123,응기공원,소공원,,전라남도 담양군 대전면 응용리 254-14,35.251272,126.886344,521,,,,,,2009-04-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00124,대나무생태공원2,소공원,,전라남도 담양군 금성면 금성리 719,35.363424,127.041796,947,,,,,,2013-11-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00125,대나무생태공원3,소공원,,전라남도 담양군 금성면 금성리 483-3,35.371748,127.040963,1645,,,,,,2013-11-29,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00126,중앙공원,소공원,,전라남도 담양군 대양읍 지침리 175-1,35.319807,126.983076,2733,,,,화장실,정자,2015-05-21,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00127,첨단문화복합단지1,소공원,,전라남도 담양군 대양읍 가산리 505-1,35.316966,126.948233,1374,,,,,,2016-09-08,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00128,첨단문화복합단지2,소공원,,전라남도 담양군 대양읍 가산리 505-2,35.317216,126.948542,583,,,,,,2016-09-09,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00129,유천공원,역사공원,,전라남도 담양군 창평면 유천리 산2-1,35.222341,127.021387,31000,,,,"기념비, 교육체험관",,2013-11-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00130,내보지구,수변공원,,전라남도 담양군 고서면 보촌리 136-1,35.221978,126.964355,5458,,,,,,2007-11-26,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00131,대나무생태공원1,수변공원,,전라남도 담양군 금성면 금성리 501-1,35.370032,127.041741,3122,,,,,,2013-11-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00132,무정공원,묘지공원,,전라남도 담양군 무정면 오룡리 산29,35.296304,127.016471,104109,,,,"화장실, 주차장","묘지, 관리사무소",2010-11-05,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
46710-00133,담양일반산업단지공원,체육공원,,전라남도 담양군 금성면 원천리 산92-4,35.346063,127.009286,18597,축구장,,,주차장,퍼걸러,2013-11-28,담양군청,061-380-3117,2018-09-05,4850000,전라남도 담양군,
42830-00001,현산공원,근린공원,,강원도 양양군 양양읍 군행리 25-1일원,38.074293,128.617722,76985,"운동기구14개, 농구장2개소, 족구장1개소",,"화장실 2개소, 어린이놀이터1개소",공연장 1개소,"정자4개소, 파고라4개소, 식수대2개소, 방범CCTV3대, 주차장 1개소",1993-11-16,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
42830-00002,물치3공원,근린공원,,강원도 양양군 강현면 물치리 991일원,38.156209,128.604583,10050,"운동기구6개, 족구장1개소",,,,파고라2개소,1999-07-10,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
42830-00003,해상2호공원,근린공원,,강원도 양양군 현남면 인구리 1-1일원,37.971831,128.763401,30680,운동기구10개,,,,전망대 1개소,1979-02-26,강원도 양양군 경제도시과,033-670-2237,2018-08-01,4350000,강원도 양양군,
42830-00004,해상1호공원,근린공원,,강원도 양양군 현남면 동산리 44일원,37.980071,128.756845,29290,,,,,,1979-02-26,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
42830-00005,구교공원,어린이공원,,강원도 양양군 양양읍 구교리 200일원,38.078974,128.623947,2001,운동기구10개,,"화장실 1개소, 어린이놀이터1개소",,파고라1개소,1984-10-12,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
42830-00006,물치4공원,어린이공원,,강원도 양양군 강현면 물치리 227일원,38.156209,128.604583,1514,운동기구4개,,어린이놀이터1개소,,파고라1개소,2002-12-21,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
42830-00007,인구어린이공원,어린이공원,강원도 양양군 현남면 인구길 28-9,강원도 양양군 현남면 인구리 642일원,37.954402,128.736921,1500,운동기구7개,,,,정자1개소,1998-01-21,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
42830-00008,물치공원,어린이공원,,강원도 양양군 강현면 강선리 7-3일원,38.150587,128.598767,2450,,,,,파고라1개소,1999-07-10,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
42830-00009,청곡공원,어린이공원,,강원도 양양군 양양읍 송암리 423-1일원,38.089832,128.628739,2547,운동기구4개,,,,정자1개소,1998-09-23,강원도 양양군 경제도시과,033-670-2236,2018-08-01,4350000,강원도 양양군,
27200-00001,빨래터공원,문화공원,,대구광역시 남구 대명6동 1501-2,35.832124,128.565521,13810,"배드민턴장, 농구장, 다목적 운동장",,화장실,,,2011-10-20,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00002,대명2공원,근린공원,대구광역시 남구 명덕시장길 29,대구광역시 남구 대명5동 328,35.844916,128.583463,19458,배드민턴장,,화장실,,,1965-02-02,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00003,봉덕공원,어린이공원,대구광역시 남구 봉덕로5길 20,대구광역시 남구 봉덕1동 592-9,35.845951,128.593299,992.4,,"조합놀이대, 모래놀이터, 놀이집",,,,1966-08-27,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00004,목련공원,어린이공원,대구광역시 남구 봉덕로2길 31,대구광역시 남구 봉덕3동 1005-4,35.843546,128.591435,982.1,,"조합놀이대, 흔들놀이기구",,,,1966-08-27,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00005,앵두마을공원,어린이공원,대구광역시 남구 두류공원로12길 17-25,대구광역시 남구 대명1동 1224-8,35.844064,128.572274,1161,,"조합놀이대, 흔들놀이기구, 그네, 시소",,,,1969-05-21,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00006,무궁화공원,어린이공원,대구광역시 남구 현충로23길 23,대구광역시 남구 대명1동 1668-10,35.842642,128.578309,1660.8,,"조합놀이대, 흔들놀이기구, 모래놀이터, 놀이집",,,,1967-08-10,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00007,대명공원,어린이공원,대구광역시 남구 명덕로32길 30,대구광역시 남구 대명2동 1827,35.855098,128.586603,2469.1,,조합놀이대,,,,1956-12-31,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00008,명동공원,어린이공원,대구광역시 남구 성당로48길 68,대구광역시 남구 대명3동 2254,35.853039,128.577586,1752.3,,"조합놀이대, 흔들놀이기구, 모래놀이터, 그네, 미끄럼틀",화장실,,,1956-12-31,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00009,성명공원,어린이공원,대구광역시 남구 성명공원길 49,대구광역시 남구 대명4동 3038-1,35.847734,128.571289,1163.6,,"조합놀이대, 흔들놀이기구, 시소",,,,1969-05-21,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00010,명덕공원,어린이공원,대구광역시 남구 두류공원로12길 25-33,대구광역시 남구 대명5동 152,35.8430685,128.587935,493.6,,"조합놀이대, 흔들놀이기구",,,,1966-08-27,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00011,중앙공원,어린이공원,대구광역시 남구 대명로20길 28,대구광역시 남구 대명6동 1046,35.837793,128.567845,1320.7,,"조합놀이대, 흔들놀이기구, 시소, 오르는기구",화장실,,,1967-08-10,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00012,대덕공원,어린이공원,,대구광역시 남구 대명9동 444-1,35.838439,128.581824,1320.3,,"조합놀이대, 흔들놀이기구, 모래놀이터, 시소, 놀이집",,,,1967-08-10,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00013,안지랑공원,어린이공원,,대구광역시 남구 대명9동 895,35.8382855,128.5742739,1320,,"조합놀이대, 흔들놀이기구, 정글짐, 모래놀이터",,,,1967-08-10,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00014,관문공원,어린이공원,대구광역시 남구 관문시장4길 53,대구광역시 남구 대명11동 1180-1,35.836335,128.560934,748.6,,"조합놀이대, 흔들놀이기구",,,,1967-08-10,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00015,백합공원,어린이공원,대구광역시 남구 대명역6길 48,대구광역시 남구 대명11동 1540,35.832774,128.563922,1341.5,,"조합놀이대, 흔들놀이기구, 회전무대",,,,1967-08-10,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00016,영선공원,소공원,대구광역시 남구 영선길 34,대구광역시 남구 대명2동 2003,35.853885,128.591893,1005,,,,,,2008-01-30,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
27200-00017,대명소공원,소공원,,대구광역시 남구 대명3동 1743-27,35.849715,128.582593,802,,,,,,2014-03-10,대구광역시 남구청,053-664-2863,2018-08-24,3440000,대구광역시 남구,
47170-00001,태화제1공원,어린이공원,경상북도 안동시 경북대로 467,경상북도 안동시 송현동 316-2,36.5695445,128.696211,2230.5,체력단련,사장,화장실,,도로 및 광장 녹지 및 기타,1989-02-28,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00002,송현제1공원,어린이공원,경상북도 안동시 합전2길 12,경상북도 안동시 송현동 295-3,36.5690597,128.6980766,1909.8,체력단련,사장,표지 및 휴지통,,도로 및 광장/녹지 및 기타,1989-02-28,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00003,정상택지지구공원,근린공원,,경상북도 안동시 정하동 258-1공 일원,36.5473815,128.7295577,48439.5,철봉/팔굽혀펴기/평행봉/허리돌리기/배근력대,,주차장,어린이도서관,녹지,1997-01-03,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00004,옥동제10공원,어린이공원,,경상북도 안동시 옥동 920-2번지,36.5626237,128.6923375,3006.2,스텝싸이클/체어플/트윈바디싣업,조합놀이대/시소/그네/흔들놀이,,,녹지 및 기타,2002-12-30,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00005,4호근린공원(도청이전),근린공원,,경상북도 안동시 풍천면 갈전리 1305,36.5759271,128.4959121,100883,역기내리기운동/역기올리기운동/노젓기운동/허리돌리기운동/양다리운동/옆파도타기운동/원그리기운동,,앉음벽/피크닉테이블/모듈벤치/등의자/평의자,,가벽/새싹파고라/트랠리스/종합안내판/수목보호판/볼라드/디딤돌2,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00006,5호근린공원(도청이전),근린공원,,경상북도 안동시 풍천면 갈전리 1179,36.5801861,128.4989483,53562,달리기/아래로당기기/앞으로밀기/체어풀/허리돌리기/공중걷기/윗몽일으키기/등허리지압기/하체흔들기/온몸근육풀기,,앉음벽/파고라B/피크닉테이블2/등의자/평의자,,트랠리스/종합안내판/수목보호판/디딤돌2/가벽,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00007,2호소공원(도청이전),소공원,,경상북도 안동시 풍천면 갈전리 1229,36.578391,128.5016634,829,등허리지압기/온몸근육풀기,,앉음벽/파고라/등의자3/평의자3,,트랠리스3/종합안내판/수목보호판/볼라드/디딤돌,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00009,2호어린이공원(도청이전),어린이공원,,경상북도 안동시 풍천면 갈전리 1492,36.5740755,128.4978524,1679,마라톤운동/양다리운동/등허리근육풀기운동/옆파도타기운동,선녀와나무꾼조합놀이대/구름그네/구름모래탁자/해적흔들놀이/무지개흔들놀이,모듈벤치3/등의자B6/평의자B5,,트랠리스9/종합안내판/수목보호판B6/볼라드7/디딤돌/모래막이,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00010,3호어린이공원(도청이전),어린이공원,,경상북도 안동시 풍천면 갈전리 1420,36.5752382,128.5000387,1607,역기올리기운동/양다리운동/옆파도타기운동/원그리기운동,숲속조합놀이대/Fun HillA/아지트/구름모래탁자/숲속시소2/무지개흔들놀이/거북이흔들놀이2,모듈벤치6/토끼벤치8/등의자B3/,,트렐리스2/종합안내판/수목보호판B4/볼라드B3/디딤돌/모래막이,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00011,6호어린이공원(도청이전),어린이공원,,경상북도 안동시 풍천면 갈전리 1684,36.572388,128.4936406,2863,노젓기운동/허리돌리기운동/양다리운동/옆파도타기운동/원그리기운동,피노키오조합놀이대/Fun HillB2/구름그네/구름모래탁자/나비미끄럼틀/무지개흔들놀이/나비흔들놀이,등의자B12/평의자B10/앉음벽,,"가벽H,I/트렐리스8/종합안내판/수목보호판B9/디딤돌/모래막이",2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00012,정상택지3공원,어린이공원,,경상북도 안동시 정하동 320-1공,36.5481536,128.7363667,1870.8,,,,,,1997-01-03,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00013,옥동제8공원,어린이공원,,경상북도 안동시 옥동 927-1번지,36.5602765,128.6957679,1530,,조합놀이대/흔들놀이,,,녹지 및 기타,2002-12-30,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00015,옥동제4공원,어린이공원,,경상북도 안동시 옥동 768-2,36.560411,128.7027315,2196.8,,,,,,1994-05-23,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00019,단호샌드파크,수변공원,경상북도 안동시 남후면 풍산단호로 835-35,경상북도 안동시 남후면 단호리 76-4번지 일원,36.5554706,128.6302506,29231,,,화장실/샤워장/주차장2/주차장1/공동취사장,,조성녹지2/녹지/조성녹지1,2010-09-27,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00025,안기제1공원,어린이공원,경상북도 안동시 제비원로,경상북도 안동시 안기동 337-38 일원,36.5768122,128.7186977,1500,,,,,,1983-06-02,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00032,10호소공원(도청이전),소공원,,경상북도 안동시 풍천면 갈전리 1626,36.5705348,128.500701,958,,,앉음벽/파고라B/등의자4/평의자4,,가벽/트랠리스2/종합안내판/디딤돌,2014-03-17,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00038,정상택지2공원,어린이공원,,경상북도 안동시 정하동 299-2공,36.5485324,128.7323008,2360.5,,,,,,1997-01-03,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00039,매곡공원,근린공원,경상북도 안동시 풍산읍 봉황길26,경상북도 안동시 풍산읍 매곡리 119-1번지 일원,36.5856301,128.5643069,37000,,,,,,1977-04-25,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00046,낙동공원,근린공원,,경상북도 안동시 정하동 342-45번지 일원,36.5516967,128.7238536,151909,,자연놀이터,주차장1/주차장3/주차장2,보훈회관/충혼탑/영호루/야외소공연장,녹지,1967-04-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00050,태화봉공원,근린공원,경상북도 안동시 어가골아랫길 31,"경상북도 안동시 태화동  안동시 태화동,옥동일원",36.5614041,128.706965,166700,,,전망대/음수대,,녹지,1967-04-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00052,북후공원,근린공원,경상북도 안동시 옹천밤실길 98,경상북도 안동시 북후면 옹천리 638-2일원,36.6887557,128.7017747,16000,,,,,,1979-07-13,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00053,매곡어린이공원,어린이공원,,경상북도 안동시 풍산읍 매곡리 169번지 일원,36.5894563,128.5613811,2200,,,,,,1984-12-28,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00054,6호소공원(도청이전),소공원,,경상북도 안동시 풍천면 갈전리 1071-7 일원,36.5687389,128.5058619,930,,,데크전망대6A,,앉음벽/종합안내판/녹지,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00059,5호소공원(도청이전),소공원,,경상북도 안동시 풍천면 갈전리 1676,36.5699029,128.5070344,923,,,데크전망대A /데크전망대,,파고라A/앉음벽/녹지/평의자/종합안내판,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00061,운흥소공원,소공원,경상북도 안동시 음식의길 30,경상북도 안동시 운흥동 145-3 일원,36.5644721,128.7321973,432,,,,,녹지,2015-01-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00069,퇴계문화공원,문화공원,경상북도 안동시 도산면 백운로 268-6,경상북도 안동시 도산면 토계리 468-3번지 일원,36.7355709,128.8474824,38275,,,화장실/주차장3/주차장1/주차장2,교양시설1/교양시설2,녹지,2009-11-02,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00070,용상5공원,어린이공원,경상북도 안동시 중평길 88,경상북도 안동시 용상동 1167번지일원,36.557585,128.7508332,1530,,,,,,1986-05-06,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00072,운산공원,근린공원,,경상북도 안동시 일직면 운산리 산3-2일원,36.4756843,128.6583423,57870,,,,,,1976-07-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00074,11호수변공원(도청이전),수변공원,,경상북도 안동시 풍천면 갈전리 1707,36.5698278,128.4982647,19126,,,통석의자13,,녹지/진입계단/거석A/거석B/친수계단A~F/여울/공간안내판2/생태해설판,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00083,옥현공원,근린공원,,경상북도 안동시 옥동 산17번지 일원,36.5679274,128.7010006,109515,,자가발전광장,화장실/주차장1/주차장2/주차장4/주차장3,도서관,녹지,1967-04-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00084,운안어린이공원,어린이공원,경상북도 안동시 감나무3길 43,경상북도 안동시 운안동 401-42,36.5698208,128.7123117,3030,,,,,,1985-03-21,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00085,태화어린이공원,어린이공원,,경상북도 안동시 태화동  안동시 태화동891,36.5651909,128.7064065,2062.3,,,,,,1982-06-09,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00086,옥동제2공원,어린이공원,,경상북도 안동시 옥동 611-1,36.5616162,128.699278,2285,,,,,,1994-05-23,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00092,명륜공원,근린공원,경상북도 안동시 범석골길 52-3,경상북도 안동시 안막동 산144번지 일원,36.5744745,128.7286195,451686,,,주차장,명륜별서,녹지,1967-04-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00095,원이엄마테마파크,역사공원,,경상북도 안동시 정하동 236-1잡,36.5536788,128.7364161,2118.4,,,,,,2014-02-03,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00099,영남공원,근린공원,경상북도 안동시 앙골길 175-40,"경상북도 안동시 법흥동,안막동,신안동,상아동",36.5715871,128.7438674,2386460,,,,,,1967-04-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00100,7호소공원(도청이전),소공원,,경상북도 안동시 풍천면 갈전리 1531,36.5732634,128.4997967,1250,역기내리운동/역기올리기운동/양다리운동/옆파도타기운동,오름언덕,앉음벽/사각정자/등의자4/평의자4,,가벽/종합안내판/볼라드10/디딤돌,2014-03-17,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00103,10호수변공원(도청이전),수변공원,,경상북도 안동시 풍천면 갈전리 1706,36.5711915,128.4958357,14902,,,통석의자17,거석A/생태도랑4-1/여울/거석B,진입계단/여울/공간안내판/생태해설판,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00112,12호수변공원(도청이전),수변공원,,경상북도 안동시 풍천면 갈전리 1731,36.5685765,128.5014063,31283,,,통석의자14,"징검다리A,B,C/앉음돌A,B/친수계단12A~12F/어류서식처/종합안내판/공간안내판",계단/녹지,2012-07-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00115,1호역사공원(도청이전),역사공원,,경상북도 안동시 풍천면 가곡리 1287 일원,36.575003,128.5175174,37805,,,,,,2014-03-17,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00119,옥동제7공원,어린이공원,경상북도 안동시 옥서1길,경상북도 안동시 옥동 926-1번지,36.5629916,128.6958299,1571,,조합놀이대/그네/시소,,,녹지 및 기타,2002-12-30,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00123,안기제2공원,어린이공원,경상북도 안동시 안기길,경상북도 안동시 안기동 223-33 일원,36.5775319,128.7169006,1584,,,,,,1984-06-04,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00124,예안공원,근린공원,,경상북도 안동시 예안면 정산리 산149-1번지 일원,36.6642352,128.8824201,60000,,,,,,1974-12-28,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00126,백조공원,수변공원,경상북도 안동시 남후면 무릉1길 20-47,경상북도 안동시 남후면 무릉리 138-1번지 일원,36.5200404,128.6744095,13800,,,전망대/주차장,,녹지,2010-05-31,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00127,옥동공원,근린공원,,경상북도 안동시 옥동 산201번지 일원,36.5523413,128.6862904,43000,,,,,,1967-04-20,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00134,11호소공원(도청이전),소공원,,경상북도 안동시 풍천면 가곡리 1201,36.5723717,128.4961387,1478,역기내리기운동/역기올리기운동/양다리운동/옆파도타기운동/원그리기운동,,앉음벽/파고라C/등의자8/평의자6,,가벽/트랠리스5/종합안내판/볼라드10,2014-03-17,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
47170-00138,태화제2공원,어린이공원,경상북도 안동시 은행나무로 106-3,경상북도 안동시 옥동 970,36.5673431,128.696691,1500,,,,,,1986-05-06,경상북도 안동시청,054-840-5405,2018-10-01,5070000,경상북도 안동시,
